mA,V,time
450.6,4.816,1585348442.938737
451.3,4.816,1585348443.0058346
451.1,4.816,1585348443.072844
451.0,4.816,1585348443.1399395
451.0,4.816,1585348443.2076783
450.90000000000003,4.816,1585348443.2747362
450.70000000000005,4.816,1585348443.341748
451.0,4.816,1585348443.4093983
451.20000000000005,4.816,1585348443.4753811
451.3,4.816,1585348443.542359
451.1,4.816,1585348443.6093569
450.70000000000005,4.816,1585348443.677041
450.8,4.816,1585348443.7430327
451.1,4.816,1585348443.8111105
450.8,4.816,1585348443.8771198
450.5,4.816,1585348443.9447212
450.5,4.816,1585348444.0117784
450.6,4.816,1585348444.0789363
450.5,4.816,1585348444.1461427
450.90000000000003,4.816,1585348444.2126765
451.3,4.816,1585348444.2797704
450.8,4.816,1585348444.3468642
451.6,4.816,1585348444.4143639
450.90000000000003,4.816,1585348444.481475
450.6,4.816,1585348444.5486577
450.70000000000005,4.816,1585348444.6157408
450.6,4.816,1585348444.6822255
451.0,4.816,1585348444.7493875
451.1,4.816,1585348444.81645
450.70000000000005,4.816,1585348444.8833983
450.8,4.816,1585348444.9510648
451.0,4.816,1585348445.0180697
450.90000000000003,4.816,1585348445.085142
451.8,4.816,1585348445.1517415
451.3,4.816,1585348445.2188792
459.1,4.816,1585348445.2860267
512.4,4.816,1585348445.3530655
459.40000000000003,4.816,1585348445.4195373
451.20000000000005,4.816,1585348445.4867187
451.3,4.816,1585348445.5537586
451.40000000000003,4.816,1585348445.6207068
451.20000000000005,4.816,1585348445.6884022
451.1,4.816,1585348445.7554517
451.20000000000005,4.816,1585348445.822549
451.0,4.816,1585348445.8891654
450.90000000000003,4.816,1585348445.9563513
450.90000000000003,4.816,1585348446.0233703
451.40000000000003,4.816,1585348446.0903602
451.40000000000003,4.816,1585348446.1580884
451.20000000000005,4.816,1585348446.2241073
450.6,4.816,1585348446.2911286
450.90000000000003,4.816,1585348446.3581514
452.0,4.816,1585348446.4258778
451.5,4.816,1585348446.4928315
451.0,4.816,1585348446.5599082
451.40000000000003,4.816,1585348446.6264708
451.20000000000005,4.816,1585348446.6936316
451.0,4.816,1585348446.7606065
450.8,4.816,1585348446.8277185
450.90000000000003,4.816,1585348446.8954637
450.90000000000003,4.816,1585348446.9625916
451.0,4.816,1585348447.029664
451.5,4.816,1585348447.097358
451.3,4.816,1585348447.1633685
450.90000000000003,4.816,1585348447.230327
451.0,4.816,1585348447.2975547
451.20000000000005,4.816,1585348447.3641183
451.70000000000005,4.816,1585348447.4311614
451.20000000000005,4.816,1585348447.4982662
450.90000000000003,4.816,1585348447.5653396
450.8,4.816,1585348447.6329393
450.90000000000003,4.816,1585348447.6999414
450.8,4.816,1585348447.766916
451.0,4.816,1585348447.8338566
450.8,4.816,1585348447.901497
450.8,4.816,1585348447.9675443
450.90000000000003,4.816,1585348448.0345268
502.90000000000003,4.816,1585348448.1021168
476.40000000000003,4.816,1585348448.1692247
450.90000000000003,4.816,1585348448.2363427
450.8,4.816,1585348448.303374
450.70000000000005,4.816,1585348448.3698955
451.90000000000003,4.816,1585348448.4369915
451.8,4.816,1585348448.5040445
450.90000000000003,4.816,1585348448.5710442
451.0,4.816,1585348448.6387713
450.90000000000003,4.816,1585348448.705939
451.0,4.816,1585348448.7730367
450.8,4.816,1585348448.839471
450.90000000000003,4.816,1585348448.9066029
451.3,4.816,1585348448.9736917
450.8,4.816,1585348449.0406034
450.90000000000003,4.816,1585348449.1082366
451.0,4.816,1585348449.1753888
451.40000000000003,4.816,1585348449.2423606
451.0,4.816,1585348449.3100185
451.1,4.816,1585348449.3760343
451.90000000000003,4.816,1585348449.4429245
451.6,4.816,1585348449.5099518
451.40000000000003,4.816,1585348449.577759
451.3,4.816,1585348449.6447875
451.1,4.816,1585348449.7118652
451.6,4.816,1585348449.7790017
451.20000000000005,4.816,1585348449.8454924
451.1,4.816,1585348449.9125311
451.1,4.816,1585348449.9796422
451.1,4.816,1585348450.0466297
450.8,4.816,1585348450.114271
451.0,4.816,1585348450.1812375
451.0,4.816,1585348450.248244
450.8,4.816,1585348450.3147972
451.5,4.816,1585348450.3818674
451.70000000000005,4.816,1585348450.4488716
451.70000000000005,4.816,1585348450.5159435
451.3,4.816,1585348450.5836394
451.8,4.816,1585348450.6507385
451.0,4.816,1585348450.716774
451.20000000000005,4.816,1585348450.7838387
485.5,4.816,1585348450.8514516
494.20000000000005,4.816,1585348450.918601
451.6,4.816,1585348450.9856896
451.6,4.816,1585348451.052165
450.5,4.816,1585348451.119163
451.40000000000003,4.816,1585348451.186207
451.90000000000003,4.816,1585348451.2542799
451.8,4.816,1585348451.3207073
451.3,4.816,1585348451.3878052
451.5,4.816,1585348451.4547946
451.3,4.816,1585348451.5223303
451.0,4.816,1585348451.5894625
451.0,4.816,1585348451.6565728
451.20000000000005,4.816,1585348451.7236261
451.0,4.816,1585348451.7901087
450.8,4.816,1585348451.8571765
451.1,4.816,1585348451.9241674
450.90000000000003,4.816,1585348451.9911184
451.1,4.816,1585348452.0587935
451.40000000000003,4.816,1585348452.12589
451.70000000000005,4.816,1585348452.1930583
451.40000000000003,4.816,1585348452.2606637
451.0,4.816,1585348452.3266892
451.1,4.816,1585348452.3937695
451.0,4.816,1585348452.4607942
452.0,4.816,1585348452.5273693
451.5,4.816,1585348452.5944664
450.5,4.816,1585348452.6614354
450.90000000000003,4.816,1585348452.728507
450.6,4.816,1585348452.7961972
450.6,4.816,1585348452.8632073
450.8,4.816,1585348452.930223
450.8,4.816,1585348452.997335
450.8,4.816,1585348453.0638616
451.5,4.816,1585348453.1308336
451.5,4.816,1585348453.1979475
451.40000000000003,4.816,1585348453.265542
451.20000000000005,4.816,1585348453.3325865
451.1,4.816,1585348453.3996487
451.3,4.816,1585348453.4666796
451.1,4.816,1585348453.533158
468.6,4.816,1585348453.6002462
511.6,4.816,1585348453.6673543
451.40000000000003,4.816,1585348453.7343862
451.5,4.816,1585348453.8021092
451.3,4.816,1585348453.8691242
451.20000000000005,4.816,1585348453.9362414
450.90000000000003,4.816,1585348454.0027862
451.20000000000005,4.816,1585348454.0699039
451.70000000000005,4.816,1585348454.137065
452.0,4.816,1585348454.2041113
451.40000000000003,4.816,1585348454.2717304
451.3,4.816,1585348454.338807
451.5,4.816,1585348454.405852
451.5,4.816,1585348454.473395
451.1,4.816,1585348454.5392218
451.1,4.816,1585348454.6063337
451.1,4.816,1585348454.6733472
451.20000000000005,4.816,1585348454.7409885
451.1,4.816,1585348454.8081
451.70000000000005,4.816,1585348454.8751748
451.8,4.816,1585348454.9421682
451.20000000000005,4.816,1585348455.0088158
451.0,4.816,1585348455.075967
450.90000000000003,4.816,1585348455.1430407
451.0,4.816,1585348455.2101269
451.0,4.816,1585348455.2766728
451.0,4.816,1585348455.3436606
451.0,4.816,1585348455.4106154
451.5,4.816,1585348455.4782665
452.0,4.816,1585348455.5453427
451.3,4.816,1585348455.6123304
451.0,4.816,1585348455.6793804
450.8,4.816,1585348455.7460065
451.0,4.816,1585348455.813104
451.0,4.816,1585348455.880074
450.90000000000003,4.816,1585348455.9471953
451.1,4.816,1585348456.0150073
451.40000000000003,4.816,1585348456.082
451.0,4.816,1585348456.1490853
451.0,4.816,1585348456.2155943
452.20000000000005,4.816,1585348456.2825673
451.20000000000005,4.816,1585348456.3495934
512.0,4.816,1585348456.4166105
466.70000000000005,4.816,1585348456.4842014
451.3,4.816,1585348456.5511684
