mA,V,time
450.3,4.816,1585347706.8118455
450.20000000000005,4.816,1585347706.8790908
450.3,4.816,1585347706.946324
450.40000000000003,4.816,1585347707.0130281
450.40000000000003,4.816,1585347707.0802095
451.1,4.816,1585347707.1474135
450.90000000000003,4.816,1585347707.2145214
450.70000000000005,4.816,1585347707.2811506
450.3,4.816,1585347707.3483074
450.6,4.816,1585347707.4155781
450.6,4.816,1585347707.482247
450.3,4.816,1585347707.5494483
450.1,4.816,1585347707.6166506
450.20000000000005,4.816,1585347707.683737
450.1,4.816,1585347707.7514288
450.3,4.816,1585347707.8175673
450.5,4.816,1585347707.8846507
450.6,4.816,1585347707.9518366
450.0,4.816,1585347708.0196567
450.5,4.816,1585347708.085714
450.8,4.816,1585347708.1528473
450.3,4.816,1585347708.220544
450.3,4.816,1585347708.2877905
450.3,4.816,1585347708.3549764
450.20000000000005,4.816,1585347708.4210138
451.1,4.816,1585347708.48887
450.3,4.816,1585347708.5561666
450.40000000000003,4.816,1585347708.6222208
450.20000000000005,4.816,1585347708.6894312
452.0,4.816,1585347708.7562022
450.20000000000005,4.816,1585347708.8233998
450.3,4.816,1585347708.8905833
471.8,4.816,1585347708.9573247
506.70000000000005,4.816,1585347709.0245068
450.70000000000005,4.816,1585347709.0915527
450.40000000000003,4.816,1585347709.1587245
450.40000000000003,4.816,1585347709.2265098
450.8,4.816,1585347709.2936916
451.1,4.816,1585347709.3596532
450.6,4.816,1585347709.4268966
450.3,4.816,1585347709.4946473
450.5,4.816,1585347709.5617578
450.3,4.816,1585347709.6278958
450.3,4.816,1585347709.6956158
450.0,4.816,1585347709.7626526
450.3,4.816,1585347709.829886
450.0,4.816,1585347709.8970988
450.3,4.816,1585347709.9636848
450.8,4.816,1585347710.0308118
450.70000000000005,4.816,1585347710.098053
450.90000000000003,4.816,1585347710.1653001
450.6,4.816,1585347710.2319555
450.6,4.816,1585347710.299205
450.3,4.816,1585347710.3664367
450.20000000000005,4.816,1585347710.4330318
450.5,4.816,1585347710.500212
450.5,4.816,1585347710.5674484
450.3,4.816,1585347710.634584
450.3,4.816,1585347710.7010963
450.5,4.816,1585347710.7683008
450.40000000000003,4.816,1585347710.8354998
450.1,4.816,1585347710.9026182
450.3,4.816,1585347710.969225
450.40000000000003,4.816,1585347711.0364606
450.1,4.816,1585347711.1035957
450.1,4.816,1585347711.1701012
450.40000000000003,4.816,1585347711.2373254
450.0,4.816,1585347711.304522
450.3,4.816,1585347711.3716028
450.6,4.816,1585347711.438296
450.0,4.816,1585347711.505566
450.40000000000003,4.816,1585347711.5726428
450.5,4.816,1585347711.6398916
453.8,4.816,1585347711.7065487
512.5,4.816,1585347711.7737122
461.90000000000003,4.816,1585347711.8409145
450.1,4.816,1585347711.9076498
450.40000000000003,4.816,1585347711.9748092
450.1,4.816,1585347712.0418942
450.70000000000005,4.816,1585347712.1090918
450.70000000000005,4.816,1585347712.176891
450.40000000000003,4.816,1585347712.2429533
450.1,4.816,1585347712.3100786
450.3,4.816,1585347712.377382
450.20000000000005,4.816,1585347712.4441447
450.20000000000005,4.816,1585347712.511296
450.3,4.816,1585347712.5785022
450.1,4.816,1585347712.6463094
450.1,4.816,1585347712.7122278
450.20000000000005,4.816,1585347712.7794337
450.6,4.816,1585347712.846673
450.3,4.816,1585347712.9145536
450.1,4.816,1585347712.980597
450.0,4.816,1585347713.047815
450.3,4.816,1585347713.1150007
450.70000000000005,4.816,1585347713.1826909
450.3,4.816,1585347713.248729
450.3,4.816,1585347713.3159537
450.70000000000005,4.816,1585347713.3836951
450.3,4.816,1585347713.4509575
450.5,4.816,1585347713.5170121
450.70000000000005,4.816,1585347713.5841584
450.1,4.816,1585347713.65193
450.5,4.816,1585347713.719178
450.40000000000003,4.816,1585347713.7851968
450.3,4.816,1585347713.852289
450.5,4.816,1585347713.9200888
450.40000000000003,4.816,1585347713.9873128
450.1,4.816,1585347714.0533137
450.20000000000005,4.816,1585347714.1209986
450.70000000000005,4.816,1585347714.1882143
450.90000000000003,4.816,1585347714.255382
450.40000000000003,4.816,1585347714.3225608
450.0,4.816,1585347714.389253
450.1,4.816,1585347714.4565408
497.70000000000005,4.816,1585347714.523695
479.3,4.816,1585347714.5908177
450.20000000000005,4.816,1585347714.657557
450.70000000000005,4.816,1585347714.7247446
450.3,4.816,1585347714.7917798
450.3,4.816,1585347714.8585405
450.1,4.816,1585347714.9257398
450.6,4.816,1585347714.9929848
450.3,4.816,1585347715.0590725
450.1,4.816,1585347715.1269836
450.70000000000005,4.816,1585347715.194135
450.6,4.816,1585347715.2613323
450.5,4.816,1585347715.327385
450.0,4.816,1585347715.3952172
450.3,4.816,1585347715.4622712
449.90000000000003,4.816,1585347715.5294695
450.1,4.816,1585347715.5961902
450.6,4.816,1585347715.6634526
449.90000000000003,4.816,1585347715.730647
450.3,4.816,1585347715.7967825
450.20000000000005,4.816,1585347715.8645732
450.1,4.816,1585347715.9317765
450.1,4.816,1585347715.998938
450.1,4.816,1585347716.0650532
450.20000000000005,4.816,1585347716.1328633
450.8,4.816,1585347716.200041
451.0,4.816,1585347716.2661235
450.1,4.816,1585347716.3338737
450.6,4.816,1585347716.4010658
450.20000000000005,4.816,1585347716.46718
450.1,4.816,1585347716.5343611
450.6,4.816,1585347716.6023903
450.5,4.816,1585347716.6692128
450.40000000000003,4.816,1585347716.735871
450.70000000000005,4.816,1585347716.8035278
450.5,4.816,1585347716.8696284
450.1,4.816,1585347716.936979
450.1,4.816,1585347717.0041366
450.5,4.816,1585347717.0708055
450.1,4.816,1585347717.137972
450.8,4.816,1585347717.2051566
480.8,4.816,1585347717.2722502
497.3,4.816,1585347717.3400183
450.6,4.816,1585347717.4061966
450.20000000000005,4.816,1585347717.473389
450.1,4.816,1585347717.540566
450.3,4.816,1585347717.6072578
450.20000000000005,4.816,1585347717.6746175
450.3,4.816,1585347717.741194
450.70000000000005,4.816,1585347717.8085387
450.5,4.816,1585347717.875451
450.3,4.816,1585347717.9432197
450.3,4.816,1585347718.0096717
450.40000000000003,4.816,1585347718.0769463
450.40000000000003,4.816,1585347718.14365
450.40000000000003,4.816,1585347718.211529
450.3,4.816,1585347718.2782156
450.70000000000005,4.816,1585347718.3454907
450.3,4.816,1585347718.4120886
450.70000000000005,4.816,1585347718.4788918
450.40000000000003,4.816,1585347718.5464523
450.6,4.816,1585347718.6131518
450.20000000000005,4.816,1585347718.680866
450.40000000000003,4.816,1585347718.7474957
450.5,4.816,1585347718.8147724
450.6,4.816,1585347718.8813376
450.40000000000003,4.816,1585347718.9492416
450.5,4.816,1585347719.016019
450.3,4.816,1585347719.0833662
450.6,4.816,1585347719.150089
451.0,4.816,1585347719.2169423
450.90000000000003,4.816,1585347719.2843297
450.6,4.816,1585347719.3513322
450.6,4.816,1585347719.4182022
450.0,4.816,1585347719.485554
450.1,4.816,1585347719.5521896
450.1,4.816,1585347719.6194196
449.90000000000003,4.816,1585347719.6866648
450.1,4.816,1585347719.7537954
450.0,4.816,1585347719.8203363
450.40000000000003,4.816,1585347719.8875136
450.3,4.816,1585347719.9545848
462.70000000000005,4.816,1585347720.0211475
511.5,4.816,1585347720.088411
452.8,4.816,1585347720.1555805
450.6,4.816,1585347720.2226353
450.5,4.816,1585347720.2892933
450.1,4.816,1585347720.356569
450.20000000000005,4.816,1585347720.423691
450.1,4.816,1585347720.4907997
450.1,4.816,1585347720.5574982
450.40000000000003,4.816,1585347720.6245801
450.1,4.816,1585347720.691659
450.1,4.816,1585347720.7594624
450.0,4.816,1585347720.8266408
450.70000000000005,4.816,1585347720.8925645
450.6,4.816,1585347720.9597137
449.90000000000003,4.816,1585347721.0274138
450.1,4.816,1585347721.0945556
450.1,4.816,1585347721.1615746
450.6,4.816,1585347721.228752
451.5,4.816,1585347721.2954946
450.40000000000003,4.816,1585347721.3625998
450.1,4.816,1585347721.429734
450.40000000000003,4.816,1585347721.496464
450.0,4.816,1585347721.563632
450.3,4.816,1585347721.6307645
450.70000000000005,4.816,1585347721.6979954
450.3,4.816,1585347721.7648327
450.1,4.816,1585347721.8320065
450.0,4.816,1585347721.8991477
450.1,4.816,1585347721.9663718
450.8,4.816,1585347722.033031
450.0,4.816,1585347722.1002326
450.20000000000005,4.816,1585347722.167463
450.0,4.816,1585347722.2340593
450.3,4.816,1585347722.3012516
450.0,4.816,1585347722.3684678
450.1,4.816,1585347722.4357016
450.1,4.816,1585347722.502249
450.1,4.816,1585347722.5694504
450.1,4.816,1585347722.6366525
450.40000000000003,4.816,1585347722.70378
450.0,4.816,1585347722.7704532
507.8,4.816,1585347722.8376431
470.6,4.816,1585347722.9048615
450.0,4.816,1585347722.971387
450.40000000000003,4.816,1585347723.0385773
450.1,4.816,1585347723.1058106
450.40000000000003,4.816,1585347723.1730642
450.20000000000005,4.816,1585347723.2396336
450.90000000000003,4.816,1585347723.3068511
450.40000000000003,4.816,1585347723.3740265
450.5,4.816,1585347723.4410896
449.90000000000003,4.816,1585347723.5078754
450.1,4.816,1585347723.5750482
450.1,4.816,1585347723.6420586
450.0,4.816,1585347723.7097914
450.0,4.816,1585347723.775874
450.1,4.816,1585347723.8428707
450.0,4.816,1585347723.9099636
450.1,4.816,1585347723.9777396
450.1,4.816,1585347724.0448637
450.40000000000003,4.816,1585347724.1120248
450.0,4.816,1585347724.1792142
450.40000000000003,4.816,1585347724.245857
450.8,4.816,1585347724.3129578
450.1,4.816,1585347724.3801358
450.1,4.816,1585347724.44674
450.0,4.816,1585347724.513797
450.3,4.816,1585347724.5809028
450.0,4.816,1585347724.648016
449.90000000000003,4.816,1585347724.7146678
450.1,4.816,1585347724.7817914
450.40000000000003,4.816,1585347724.849022
450.0,4.816,1585347724.9161992
450.1,4.816,1585347724.9827676
450.40000000000003,4.816,1585347725.049926
450.40000000000003,4.816,1585347725.1172001
450.0,4.816,1585347725.1838884
450.3,4.816,1585347725.2509496
450.70000000000005,4.816,1585347725.3180904
450.3,4.816,1585347725.3852394
450.1,4.816,1585347725.4530015
450.3,4.816,1585347725.5201886
490.1,4.816,1585347725.5862403
488.5,4.816,1585347725.6533937
450.3,4.816,1585347725.7212512
450.0,4.816,1585347725.787323
450.0,4.816,1585347725.8545437
450.1,4.816,1585347725.9223242
449.90000000000003,4.816,1585347725.989481
449.90000000000003,4.816,1585347726.056621
450.1,4.816,1585347726.1225557
450.6,4.816,1585347726.190294
450.5,4.816,1585347726.2574658
450.90000000000003,4.816,1585347726.3245692
449.90000000000003,4.816,1585347726.3916368
449.90000000000003,4.816,1585347726.4582798
450.0,4.816,1585347726.5255196
450.3,4.816,1585347726.5926723
450.1,4.816,1585347726.6592853
450.1,4.816,1585347726.726547
450.0,4.816,1585347726.7937112
450.1,4.816,1585347726.8607855
450.40000000000003,4.816,1585347726.927423
449.90000000000003,4.816,1585347726.9945438
449.90000000000003,4.816,1585347727.0616658
450.1,4.816,1585347727.1288395
450.3,4.816,1585347727.195561
450.0,4.816,1585347727.2626042
450.8,4.816,1585347727.3297806
450.1,4.816,1585347727.397633
450.1,4.816,1585347727.4636784
449.90000000000003,4.816,1585347727.5307415
450.1,4.816,1585347727.5979648
450.3,4.816,1585347727.6658335
450.1,4.816,1585347727.7318776
450.1,4.816,1585347727.7990127
450.1,4.816,1585347727.8661911
450.0,4.816,1585347727.934032
449.90000000000003,4.816,1585347728.000018
450.1,4.816,1585347728.0672646
449.90000000000003,4.816,1585347728.1351366
450.0,4.816,1585347728.2011738
450.40000000000003,4.816,1585347728.268311
472.8,4.816,1585347728.3355286
506.40000000000003,4.816,1585347728.4032416
450.40000000000003,4.816,1585347728.4704056
450.20000000000005,4.816,1585347728.5365455
450.1,4.816,1585347728.6037574
450.3,4.816,1585347728.671503
451.90000000000003,4.816,1585347728.7376087
450.1,4.816,1585347728.8048818
450.20000000000005,4.816,1585347728.8726218
450.20000000000005,4.816,1585347728.9397864
450.0,4.816,1585347729.005853
450.40000000000003,4.816,1585347729.0730138
449.90000000000003,4.816,1585347729.140802
450.40000000000003,4.816,1585347729.2079837
450.70000000000005,4.816,1585347729.2740653
450.0,4.816,1585347729.3411727
450.1,4.816,1585347729.40907
450.20000000000005,4.816,1585347729.4751534
450.0,4.816,1585347729.5422657
450.3,4.816,1585347729.6101034
450.0,4.816,1585347729.6773436
450.20000000000005,4.816,1585347729.743321
450.1,4.816,1585347729.8104188
450.0,4.816,1585347729.8782313
450.5,4.816,1585347729.945488
450.1,4.816,1585347730.0126247
450.3,4.816,1585347730.0786426
450.0,4.816,1585347730.1466181
450.0,4.816,1585347730.2137616
450.1,4.816,1585347730.2808437
450.70000000000005,4.816,1585347730.3475108
450.70000000000005,4.816,1585347730.4147668
450.20000000000005,4.816,1585347730.4818685
450.0,4.816,1585347730.547917
450.3,4.816,1585347730.6157765
449.90000000000003,4.816,1585347730.682863
450.1,4.816,1585347730.7500002
