PV voltage,PV current,PV power L,PV power H,battery voltage,charge current,charge power L,charge power H,load voltage,load current,load power,battery percentage,time,date
17.72,0.06,1.23,0.0,13.74,0.09,1.23,0.0,13.74,0.0,0.0,0.96,14:42:33.449466,2020-04-17
