PV voltage,PV current,PV power L,PV power H,battery voltage,charge current,charge power L,charge power H,load voltage,load current,load power,battery percentage,time,date
14.27,0.73,10.51,0.0,12.82,0.82,10.51,0.0,12.82,0.0,0.0,0.64,13:39:46.418188,2020-02-23
